id,image,city,name,description
105,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/437.JPG,baran,shergarh sanctuary ,"the perfect destination for nature lovers, shergarh sanctuary is located in shergarh village, about 65 km from baran district. rich in flora and fauna, shergarh sanctuary is home to several endangered species of plants, as well as tigers, sloth bears, leopards and wild boards, among other animals. a photographer&rsquo;s delight, shergarh sanctuary is easily accessible by road. "
106,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/438.jpg,baran,sitabari,"located 45 km from baran, sitabari is a famous place of worship and also doubles up as a popular picnic spot. dotted with temples dedicate to sita and laxman, many believe this is the birth place of lord ram and sita&rsquo;s twin sons, luv and kush. it also comprises several kunds such as valmiki kund, sita kund, laxman kund, surya kund, etc. sitabari is also the venue of the famous sitabari fair. "
107,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/439.JPG,baran,tapasviyo ki bagechi,"a beautiful picnic spot in shahabad near baran, tapasviyo ki bagechi is often frequented by tourists and locals who are looking for peace and serenity. now a picture-perfect location with stunning mountains acting as a backdrop, tapasviyo ki bagechi was once a hub for betel farming, traces of which can still be found. a major attraction here is the large statue of a shivling."
108,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/440.jpg,baran,kakuni temple complex,"located 85 km from baran, kakuni, situated on the banks for the parvan river is best known for temples. the kakuni temple complex houses temples dedicated to jain and vaishnava gods and lord shiva, and some of them date back to the 8th century. many idols from kakuni temples have been preserved in museums at kota and jhalawar. you can also visit the remains of the bhimgarh fort, built by king bhim deo here. "
109,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/441.jpg,baran,suraj kund,"named after the sun god, suraj kund is surrounded by verandas on all sides. a place of great religious importance, suraj kund is visited by tourists for a variety of reasons&mdash; from offering their respects to religious deities to immersing the ashes of late relatives in the water that flows out of the kund, and more. in one corner of the kund, a shivling has been placed and devotees flock to pay their respects. "
110,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/442.jpg,baran,sorsan wildlife sanctuary,"located 50 km from kota is the sorsan wildlife sanctuary. popularly known as the sorsan grasslands, it is a 41 sq.km bird sanctuary which is home to scrubby vegetation, numerous water bodies and a vast variety of birds and animals. visitors here can hope to catch a glimpse of orioles, quails, partridges, robins, weavers, greylag geese, common pochards, teals and pintails. come winter and flocks of migrant birds such as warblers, flycatchers, larks, starlings and rosy pastors fly here. you can also spot animals such as black buck and gazelles. "
111,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/443.jpg,baran,sorsan mataji temple,"sorsan mataji temple, also known as brahmani mata mandir is located at a distance of 20 km from baran in sorsan village. the temple houses a special oil lamp, &lsquo;akhand jyot&rsquo; which, if stories are to be believed, has been burning uninterrupted for 400 years! every year, on shiv ratri, a fair is organised in the temple premises."
112,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/444.jpg,baran,nahargarh fort,"the fort, located at a distance of about 73 km. from baran is quite an impressive site. a magnificent structure constructed from red stone, it is also an excellent exemplar of mughal architecture. the beauty attracts tourists from all over. "
113,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/445.png,baran,kanya dah- bilas garh,"bilasgarh, situated 45 km away from baran city is in kishanganj tehsil. once upon a time, it was famous for being a well-developed city, but was destroyed on the orders of mughal emperor, aurangzeb. legends say that aurangzeb was attracted towards the princess of khechi kingdom, the rulers of bilasgarh, and ordered his troops to bring her to him. the princess preferred death over being his queen, and hence, committed suicide. the place where she chose to end her life is now known as &lsquo;kanya dah&rsquo;. in retaliation to this act, aurangzeb&rsquo;s troops destroyed the entire city of bilasgarh. it now lies in a desolate place inside a forest"
114,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/446.jpg,baran,kapil dhara,"renowned for its natural beauty, kapil dhara, famous among tourists, is located 50 km from baran. the famous waterfall and a &lsquo;gamukh&rsquo; housed near the falls are also a big draw among tourists. "
115,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/449.jpg,baran,gugor fort,"a grand fort located near chhabra, located 65 km from baran is a must-visit tourist spot."
116,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/428.jpg,pali,ranakpur jain temples,"built in the 15th century after a jain businessman was believed to have had a divine vision, the ranakpur jain temple is dedicated to adinath, a very important figure in jain cosmology. named after the provincial monarch rana kumbha who supported and encouraged the construction of these temples, the ranakpur jain temples stand in a valley of the aravalli mountains. it&rsquo;s a temple complex &ndash; not just one temple."
117,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/429.jpg,pali,jawai dam,"built across a tributary of the river luni, jawai dam was constructed by maharaja umaid singh of jodhpur. it is believed to be the biggest dam in western rajasthan. besides being a primary source of water for nearby villages and jodhpur city, jawai dam is also famously a winter paradise for migratory birds and leopards and houses crocodiles."
118,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/430.jpg,pali,parshuram mahadev temple,"a cave temple dedicated to lord shiva, the parshurammahadev temple has a fascinating story. it is said that parshuram, an avatar of lord vishnu, made the cave with his axe and worshipped lord shiva here. situated over 3990 feet above sea level, this temple houses naturally-made figures of lord ganesha and lord shiva."
119,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/431.jpg,pali,nimbo ka nath temple,"the nimbokanath temple is situated on the falna-sanderav route and is dedicated to lord shiva. legend has it that kunti, the mother of the pandavas worshipped lord shiva and spent most of her time during their exile worshipping mahadev here. it is also said that pandavas had built a navdurga in this area. hence, this serene temple attracts many tourists all-round the year. the temple is also known to organize various fairs that witness large footfall of devotees."
120,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/432.jpg,pali,jain temple,"pali is renowned for its elaborately decorated jain temples. magnificent idol of mahavira, intricate architecture and tranquillity in the surroundings; just like a beautiful shrine should be. it is believed the worshipping idol here is around 2600 years old and is 120 cm in height. this marvel of a structure with a unique construction style is a must visit."
121,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/P45.jpg,pali,ranakpur festival,"located in district pali is the city of ranakpur that becomes the delightful setting for one of the most popular festivals of rajasthan. organized by the department of tourism, this festival offers a unique insight into the local culture and heritage. with fun activities like yoga, nature walks at the foothills in forests of aravallis, visits to the ranakpur jain temple, hot air ballooning, interesting activities like : tug of war, beautiful decorations, cultural programmes, the open air amphitheater at sun temple showcases attractive folk and classical performances every evening and much more, the ranakpur festival is something you simply cannot miss. this festival is usually held on the 21st and 22nd of december every year, playing host to tourists from all corners of the globe, to immerse them in a colorful affair of cultural festivity!"
122,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/423.jpg,jalore,jalore fort,"the main attraction of the city is the jalore fort. it is an impressive piece of architecture and is believed to have been constructed between the 8th and 10th centuries, the fort is perched atop a steep hill at a height of about 336 metres and offers exquisite views of the city below. the highlights of the fort are its high fortified walls and bastions with cannons mounted upon them. the fort has four massive gates but is only accessible from one side, after a two-mile long serpentine ascent."
123,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/424.JPG,jalore,topekhana,"located in the midst of jalore city, topekhana was once a grand sanskrit school built by king bhoj sometime between the 7th and 8th centuries. a scholar of sanskrit, king bhoj is known to have built several similar schools in ajmer and dhar to impart education. the school was renamed topekhana during the pre-independence period after officers used the building to store artillery and ammunition. today, the structure of the building is in disrepair but it is still extremely impressive and is adorned with stone carvings. two temples flank the topekhana on either side but they no longer house idols. the most impressive sight of the topekhana is a room built about 10 feet above the floor of the building with an imposing staircase leading up to it, the room is believed to have been the abode of the headmaster of the school."
124,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/425.jpg,jalore,malik shah's mosque,"commissioned by ala-ud-din-khilji during his reign over jalore, the mosque was built to honour malik shah, the seljuk sultan of baghdad. the mosque is located in the centre of the jalore fort and is particularly distinct for its style of architecture, which is believed to have been inspired by buildings found in gujarat."
125,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/426.jpg,jalore,sirey mandir,"located at a height of 646 metres on the kalashachal hill, the temple is believed to have been built by rawal ratan singh in honour of maharishi jabali. legend has it that the pandavas once took refuge in the temple. the path to the temple passes through jalore city and one has to make a 3 km trip by foot to get to the temple."
126,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/427.png,jalore,sundha mata temple,atop the sundha mountain in the aravalli range lies the sundha mata temple. this temple is built at a height of 1220 m above sea level and is regarded very sacred by devotees from all over india. the temple houses an idol of goddess chamunda devi and is made of white marble. the design of the pillars is reminiscent of those of the dilwara temple in mount abu. this temple also features some inscriptions of historical value.
127,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/410.jpg,barmer,kiradu temples,"35 km from barmer, in a town located near the thar desert, are 5 temples known as the kiradu temples. known for their solanki style of architecture, these temples have remarkable and magnificent sculptures. these temples are dedicated to lord shiva and of the five temples, someshvara temple is the most remarkable."
128,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/411.jpg,barmer,barmer fort &amp; garh temple,"rawat bhima build a barmer fort in 1552 ad at hillock in present city of barmer when he shifted old barmer (presently juna village in barmer dist) to present city. he build a fort on top of the city which is also known as barmer garh. hill of barmer fort is 1383 feet but rawat bhima build fort at height of 676 feet which is safer place than top of hill. main entrance of fort (prole) is on north direction, safety burg are made on east &amp; west direction. boundary wall of fort was ordinary due to natural wall protection of hill. this fort is surrounded by temple on all sides. this hill of barmer fort has two important religious places; top of the hill is temple of jogmaya devi (garh mandir) which is situated at height of 1383 &amp; at height of 500 feet there is nagnechi mata temple, both temples are very famous and have fair during navratra festivals. rest area is residence of former royal family of barmer."
129,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/412.jpg,barmer,shri nakoda jain temple,"built in the 3rd century, this temple has been renovated multiple times. alamshah invaded and looted this temple in the 13th century and failed to steal the idol as it was hidden in a village a few miles away. the idol was brought back and the temple renovated in the 15th century."
130,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/413.jpg,barmer,devka-sun temple,"this temple was built in the 12th or 13th century. located in devka, a small hamlet situated about 62 km from barmer along the barmer-jaisalmer road, the temple is known for its incredible architecture. the village also holds the ruins of two other temples that house stone sculptures of lord ganesha."
131,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/414.jpg,barmer,vishnu temple,"located in khed, the vishnu temple is one of the most important tourist locations in barmer. even though the temple is falling apart, it is still a marvel of architecture and has a grand aura surrounding it. the markets around this temple are known shopping destinations throughout barmer."
132,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/415.jpg,barmer,rani bhatiyani temple,rani bhatiyani temple is located in jasol. she is especially worshipped by the manganiar bard community as she is said to have given a divine vision to a manganiar. many also refer to this goddess as majisa or mother and sing songs in her honour. legend says that the goddess was a rajput princess called swarup before she became a goddess.
133,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/416.jpg,barmer,juna fort &amp; temple,"juna is old barmer it was main city build by bar rao but during rawat bhima rule they shifted barmer to new place where present city stands and juna remains as ruins of past glory and old heritage. it is 25 kms from barmer and is known for its jain temple and old fort. according to inscriptions on a stone pillar near the temple, it was built in the 12th or 13th century. juna is surrounded by hills and also a small lake."
134,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/417.jpg,barmer,chintamani parasnath jain temple,this temple is known for magnificent sculptures and spectacular ornamental paintings. the interior part of the temple also features rich inlay work made with glass. the temple was constructed by shri nemaji jivaji bohra in the 16th century and lies on top of a hillock in the western part of barmer city.
135,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/420.jpg,barmer,nagaur cattle fair,"mallinath cattle fair takes place every year. the fair takes place in tilwara, an area also known for archaeological discoveries, and goes on for two weeks. this fair is one of the biggest cattle fair of india."
136,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/418.jpg,barmer,cattle-fair and camel safari,"you can enjoy a nice camel-back ride in the barmer desert once you are through the sightseeing. you can also attend mallinath cattle fair that takes place every year. the fair takes place in tilwara, an area also known for archaeological discoveries, and goes on for two weeks. this fair is one of the biggest cattle fair of india."
137,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/419.jpg,barmer,shopping,"barmer is also a great destination for shopping if you are interested in handicrafts such as wood carvings, pottery and intricate embroidery. carpets, rugs, shawls and other items can also be bought here. the area is also known for hand block painted textiles and carved wood furniture."
138,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/401.JPG,nagaur,nagaur fort,"it is said that nagaur fort was initially built by ruler of nag dynasty in 2nd century and was then rebuilt in the early 12th century. this fort has witnessed several battles and has also been altered multiple times. being one of the first mughal strongholds in north-india it is an outstanding example of rajput-mughal architecture. in 2007, the fort underwent major renovations and is now replete with fountains and gardens. it also serves at the stage for a sufi music festival."
139,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/402.jpg,nagaur,ladnun,"ladnun is an important centre of jainism and is considered to be the spiritual hub of ahimsa or compassion. its temples were built in the 10th century and have a rich history. it also houses jain vishva bharti university &ndash; a well-known centre of jainism, spirituality and purification. it is said that the world famous rastra saint, acharya shri tulsi belonged to ladnun."
140,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/403.jpg,nagaur,khimsar fort,"it is said that the nagaur fort was initially built by the ruler of the nag dynasty in 2nd century, and this 500 year old fort, located on the eastern edge of the thar desert was built in about 1523. mughal emperor aurangzeb used to stay at this fort. black deer roam in herds around this fort. the fort has now been furnished with modern facilities and turned into a heritage hotel."
141,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/404.jpg,nagaur,kuchaman city,"kuchaman city has many sights to offer. the most important is kuchaman fort, one of the oldest and most inaccessible fort of rajasthan situated on top of a straight hill. it possess unique water harvesting system, a beautiful palace and stunning wall paintings. the rulers of jodhpur used to mint their gold and silver currency here. it offers a beautiful view of the town and the salt lake. one can also see the old temple, stepwells and beautiful havelis in the town from here too."
142,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/405.jpg,nagaur,khatu,khatu consists of two villages called bari khatu and chhoti khatu. chhoti khatu has a small fort on its hillock that was built by prithviraj chauhan. it also houses an old step-well called phool bawadi which is believed to have been built during the gujara pratihara period. it is a marvel of artistic architecture.
143,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/406.jpg,nagaur,jhorda,"jhorda is situated about 30 km north of nagaur. it is known for being the birthplace of the the poet kandan kalpit and the great saint baba hariram. an annual fair is held in the month of bhadrapad chaturthy &amp; panchmi where about 3 lakh people come from uttar pradesh, haryana, punjab and delhi to participate."
144,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/407.jpg,nagaur,nagaur fair,"just like pushkar&rsquo;s cattle fair, nagaur also has a cattle fair. this colourful fair is one of the biggest in india it is definitely worth a visit as people gather from near and far. many sports activities take place during the fair and thousands cattle, camels and horses are traded every year."
145,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/408.jpg,nagaur,world sufi spirit festival,"nagaur welcomes sufi artists from all over the world every year as they perform at the nagaur fort. the festival includes workshops, lectures, music and yoga sessions too. seekers of spiritual enlightenment and sufi music lovers alike attend this annual festival and celebrate the rich culture of rajasthan."
146,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/409.jpg,nagaur,attend cattle fair,"just like pushkar&rsquo;s cattle fair, nagaur also has a cattle fair. this colourful fair is one of the biggest in india it is definitely worth a visit as people gather from near and far. many sports activities take place during the fair and thousands cattle, camels and horses are traded every year."
147,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/382.jpg,sawaimadhopur,ranthambore fort,"the noteworthy ranthambore fort was built by the chauhan rulers in the 10th century. due to its strategic location, it was ideal to keep the enemy at bay. the fort is also related to the historical legend of the royal women performing &lsquo;jauhar&rsquo; (self-immolation) when the muslim invader alauddin khilji laid siege on this fort in 1303. the fort is characterised by temples, tanks, massive gates and huge walls."
148,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/383.jpg,sawaimadhopur,ghushmeshwar temple,"enshrined in the puranas, the ghushmeshwar temple is believed to be 12th or the last of the jyotirlingas of lord shiva. situated at the siwar village in sawai madhopur, this temple has many mythological stories weaved around it. the most prominent, and popular story tells of the greatness of lord shiva, who resurrected his devotee ghusma&rsquo;s son, and even promised to abide in devagiri hills as ghushmeshwar after her name, ghushma."
149,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/384.jpg,sawaimadhopur,tonk,"lying 96 kms from jaipur on the route to ranthmabore, tonkwas once the stronghold of the pathan tribesmen of afghanistan. by and by this quiet township passed through the hands of several rulers. modern tonk was founded by the nawab ameer khan as a result of a treaty with the british in 1818. tonk has several colonial buildings, painted mosques, quasi-hindu architecture and a repository of ancient manuscripts and books. tonk has several other names by which it is known, like- rajasthan ka lucknow, adab ka gulshan, hindu muslim ekta ka masaan and many more."
150,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/385.jpg,sawaimadhopur,sunheri kothi,"constructed in 1824 by nawab ameer khan, the sunheri kothiwas later renovated by nawaab ibrahim ali khan. the exterior of the mansion of gold completely belies the grandeur within. in-lay work with mirrors, gilded stucco, coloured glass, mosaic and lapez lazuli, painted and polished floors reflecting in the stained glass window leaves visitors completely impressed. this is a beautiful specimen of hindu muslim cohesion of architecture."
151,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/386.jpg,sawaimadhopur,jama masjid,"located in the heart of the bustling city is the jamamasjid, rajasthan&rsquo;s finest mosque. delicately frescoed inside and out with intricate patterns, mosque still contains some of the ancient lamps. this fine piece of architecture began construction under the first nawab of tonk, nawab ameer khan and completely by his son in 1298."
152,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/387.jpg,sawaimadhopur,hathi bhata,"situated just 10kms from kakod on the route to sawai madhopur is hathi bhata,carved out as a single stone in the shape of a huge life size stone elephant. to top it up, inscription on the rock tells us the story of raja nal and damyanti. this monument was constructed in the year 1200 by ram nath slat, during the reign of sawai ram singh."
153,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/388.jpg,sawaimadhopur,amreshwar mahadev,nestled amidst the high hills on the way to ranthambore national park is the sacred amreshwar mahadev temple. the representation of 12 jyotir lingas and a 11ft high shivling attracts a lot of devotees to come and seek blessing of lord mahadev.
154,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/389.jpg,sawaimadhopur,khandhar fort,the imposing khandar fort is a place worth visiting and is situated just 45 kms from sawai madhopur. this magnificent fortification was long ruled by the sisodia kings of mewar after which it was taken over by the mughals. it is believed that the king of this fort never lost a war.
155,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/390.jpg,sawaimadhopur,kailadevi,"about 23kms from karauli stands the kaila devi temple dedicated to the mother goddess. in the months of march-april and september-october, devotees celebrate the colourful kaila devi fair and worship the goddess for the fulfilment of their wishes."
156,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/391.jpg,sawaimadhopur,shri mahavirji temple,"located on the banks of gambhiri river, stands the pilgrimage site dedicated to sri mahavirji, the 24th jain tirthankara.this temple has a long story of existence and is known to be one of the miraculous pilgrimages of jains."
157,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/397.jpg,sawaimadhopur,ranthambore,"situated 14 km from sawai madhopur, the ranthambore park gets its name from the ranthambore fort situated within its boundaries. the national park, situated amidst the aravalis and vindhya ranges is spreads over an area of 392 sq.km of thick forest punctuated with pleasant waterfalls. it is home to the elusive tiger, other animals found here include chinkara, sambhar, cheetal and over 300 species of birds."
158,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/539.jpg,sawaimadhopur,shilpgram - sawai madhopur,"located near the ramsinghpura village, about 9 km from sawai madhopur is the shilpgram museum. though we name it as a museum, it is more of a craft village that encompasses and showcases the tremendous diversity in arts, crafts, and cultures of the various indian states. shilpgram is a living ethnographic museum, established with an aim to empower craftspeople, especially women, to use their skills as means of economic self-sufficiency, and to bring to the world the cultural heritage of rajasthan. an embodiment of rajasthani culture and heritage through arts and crafts, shilpgram is a site that needs to be seen to be understood and appreciated. if you have a keen eye for arts and crafts and haven&rsquo;t been to shilpgram yet, it&rsquo;s time to add it to your bucket list!"
159,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/392.jpg,sawaimadhopur,kaila devi fair,"lakhs of people from different parts of the country come to take part in the kaila devi fair of the karauli district. this fair takes place in the month of april-may navratras. this beautiful fair in the month of chaitra witnesses various rituals and activities like kanakdandoti, mina performers and ladies joining the celebrations. this fair is something you should not miss."
160,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/393.jpg,sawaimadhopur,ganesh chaturthi fair,"every year in the months of august-september, thousands of people gather at the temple of ranthambore fort to celebrate the birth of lord ganesha. the temple celebrates three whole days of ganeshotsavwith great fervour and on the last day the replica of the ganesh idol is taken out and submerged in the water pond nearby."
161,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/394.jpg,sawaimadhopur,shri mahavirji fair,the shri mahvirji fair is held at the chandangaon village in the memory of bhagawanmahaveer. this fair takes place from chaitra shukla navami to baisakh krishna ekam annually.
162,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/395.jpg,sawaimadhopur,chauth mata temple fair,a local fair held at the chauth mata temple situated on a hill near chauthkabanwara town. this fair is dedicated to the mother goddess.
163,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/396.jpg,sawaimadhopur,shiv ratri fair,"an annual fair is held at the shiv ratri ghushmeshwar mahadeo in village siwad, 40kms from sawaimadhopur and 3kms from isarda railway station. it is celebrated with great fervour and gaiety. the entire town dresses up and participates as one. rituals older than 600 years are still practiced and followed during the fair. performers and artists add to the mood of the region by presenting the best of their work."
164,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/398.jpg,sawaimadhopur,safari at ranthambore,"one of the best ways to observe wildlife at the ranthambore national park is through a safari. located 14 km from sawai madhopur, the park is at the junction of the aravallis and vindhyas range. apart from the royal bengal tiger, you can also spot sloth bears, leopards, jackals, foxes and hyenas. exotic species of birds found here make it a bird watcher's paradise. for information &amp; online reservations, visit: http://www.rajasthanwildlife.rajasthan.gov.in/booktrip.do"
165,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/244.jpg,bharatpur,bharatpur palace and museum,"located within the premises of the bharatpur palace is kamra khas, a museum that contains a vast number of antiques, over 581 stone sculptures, 861 local art and craft wares and ancient scriptures that depict the art and culture typical of bharatpur. the palace itself was built in stages by various maharajas and is a fine fusion of mughal and rajput architecture. the various apartments in the palace have a variety of richly patterned floor tiles decorated with exquisite designs."
166,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/245.jpg,bharatpur,ganga mandir,"the ganga mandir, which resides in the heart of the city of bharatpur is one of the most beautiful temples in rajasthan. in it lies the magnificent deity of ganga maharaj made of pristine white marble. maharaja balwant singh started constructing this temple in the mid-19th century. however, he had a very unique request that required all the affluent inhabitants of the city to donate one month&rsquo;s pay to help towards the temple&rsquo;s creation."
167,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/246.jpg,bharatpur,laxman mandir,"this temple is dedicated to laxman, brother of lord rama, and is famous for its typical rajasthani style of architecture and beautiful pink stonework. visitors will enjoy the intricate carvings of flowers and birds on doorways, ceilings, pillars, walls and arches."
168,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/247.jpg,bharatpur,keoladeo ghana national park,"every year, thousands of migratory waterfowl birds such as green sandpiper and cranes visit the park during winter. it was created in mid 18th century as a small reservoir located 5 kilometres to the southeast of bharatpur. the construction of the ajan bund (dam) and the subsequent flooding of this natural depression led to one of the world&rsquo;s most fascinating and spectacular bird reserves. the keoladeo ghana national park is considered to be one of the richest bird areas in the world today."
169,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/248.jpg,bharatpur,lohagarh fort,"true to its name, lohagarh fort has withstood many attacks by the british, but was ultimately captured by arthur wellesley. where lohagarh fort differs from others is that it is not flamboyant, but radiates an aura of rugged strength. the fort is surrounded by a moat which used to be filled with water to keep enemies out. interesting monuments inside the fort are kothi khas, mahal khas, moti mahal and kishori mahal. raja suraj mal built jawahar bhurj and fateh bhurj to commemorate victories over the mughals and the british."
170,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/250.jpg,bharatpur,deeg,"deeg is a beautiful garden town situated north of bharatpur. it has many embellished palaces that add to the beauty of the place. known for its forts, palaces, gardens and fountains, the highlight of deeg is an impressive fort surrounded by moats and gateways. it was built by raja suraj mal and stands over a slightly elevated point. although the interiors are almost in ruins, the watch tower containing a gun still maintains watch over the city."
171,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/251.jpg,bharatpur,band baretha,"band baretha is an old wildlife reserve of the rulers of bharatpur, currently under the administration of the forest department. the construction of the dam on kakund river was started by maharaj jaswant singh in 1866 ad and completed by maharaj ram singh in 1897 ad. the palace inside the reserve was built by maharaj kishan singh and is the private property of the bharatpur royal family. band baretha is a bird watcher&rsquo;s paradise because of over 200 species of birds, including the elusive black bittern."
172,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/252.jpg,bharatpur,kaman,the locals also know kaman as kamaban. this old town is located at the north of bharatpur and is a part of the brij area where lord krishna spent his early years. it is a place of pilgrimage and is annually visited by a large number of vaishnavs in the month of bhadhva as a part of the banyatara. the ruins of a temple / mosque consisting of 84 pillars named chaurasi khamba are the main attraction.
173,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/360.jpg,bharatpur,dholpur palace,"the dholpur palace, renowned across the country for its locally quarried sandstone, originally belonged to the rajputana kingdom. this famous red stone was widely used in construction of spectacular forts and palaces as a mark of protection around the widely spread dominion. the palace&rsquo;s classic exteriors and rich heritage is alluring to the onlookers and invites them for a journey of its vibrant history."
174,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/359.jpg,bharatpur,braj holi festival,"the braj festival in rajasthan is held every year for two days in the shukla paksha of the phalgun month, a few days prior to holi. this festival is dedicated to lord krishna who is believed to have spent a considerable amount of time in a region called braj in rajasthan. this festival not only replicates the spirit of holi but also impersonates the timeless love of radha and krishna. the highlight of this festival is the raslila dance performed with great zest and unity. the entire town is painted and no one is spared from being splashed with colours."
175,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/253.jpg,bharatpur,bird watching at keoladeo ghana national park,"keoladeo is counted among asia&rsquo;s best birding areas, and has more than 370 resident and migrant species. avid bird watchers can see several varieties of birds, including the common and demoiselle cranes. it is also an excellent place to sight mammals such as the golden jackal, striped hyena, fishing cat, jungle cat, nilgai, sambar, blackbuck and wild boar."
176,http://tourism.rajasthan.gov.in/content/dam/rajasthan-tourism/english/city/explore/221.jpg,udaipur,udaipur city palace,"the city palace towers over lake pichola. the balconies, cupolas, and towers of the palace give a wonderful view of the lake and the surrounding city. this complex actually consists of four major and several minor palaces that collectively form the magnificent city palace. the main part of the palace is now preserved as a museum displaying artifacts."
